model,fold_1_qwk,fold_2_qwk,fold_3_qwk,fold_4_qwk,fold_5_qwk,mean_training_qwk,mean_validation_qwk,validation_std_qwk,oof_pred_0_count,oof_pred_1_count,oof_pred_2_count,oof_pred_3_count
AdaBoostClassifier,0.264,0.2798,0.3883,0.3475,0.2824,0.3285,0.3124,0.0475,2054,486,196,0
